CUST_NO_y,VTG,AGETIER
5686183.0,6-10 th,31-40 th
5717005.6,5 th,21-30 th
5776309.4,5 th,21-30 th
5806276.4,5 th,21-30 th
5789460.8,5 th,21-30 th
5846908.0,5 th,31-40 th
5865535.4,5 th,31-40 th
5953746.2,5 th,41-50 th
5935050.8,5 th,21-30 th
5878568.0,5 th,21-30 th
5987350.0,5 th,21-30 th
5964990.4,5 th,21-30 th
5999278.4,5 th,21-30 th
6044642.8,5 th,21-30 th
6023928.2,5 th,21-30 th
6080064.2,5 th,21-30 th
6084050.6,5 th,21-30 th
6135933.4,4 th,31-40 th
6137093.0,4 th,31-40 th
6126729.8,4 th,21-30 th
6191200.8,4 th,21-30 th
6186350.4,4 th,21-30 th
6189660.8,4 th,21-30 th
6229059.4,4 th,21-30 th
6270404.4,4 th,21-30 th
6248469.6,4 th,21-30 th
6294178.2,4 th,51-65 th
6273584.6,4 th,21-30 th
6319511.6,4 th,31-40 th
6408792.2,4 th,21-30 th
6422614.0,4 th,21-30 th
6435606.6,4 th,31-40 th
6470930.8,4 th,51-65 th
6470672.4,4 th,21-30 th
6454587.2,4 th,21-30 th
6451707.2,4 th,21-30 th
6500928.0,4 th,21-30 th
6485882.2,4 th,21-30 th
6531731.0,4 th,21-30 th
6519222.6,4 th,21-30 th
6558465.0,4 th,21-30 th
6598151.0,3 th,21-30 th
6581848.8,6-10 th,31-40 th
6686566.0,3 th,31-40 th
6731520.6,3 th,21-30 th
6743008.4,3 th,31-40 th
6750472.4,3 th,21-30 th
6783906.0,3 th,21-30 th
6771353.8,3 th,31-40 th
6775133.2,3 th,21-30 th
6810881.6,3 th,51-65 th
6796046.4,3 th,21-30 th
6874395.2,3 th,21-30 th
6876652.0,3 th,21-30 th
6921430.6,3 th,31-40 th
6945112.8,3 th,21-30 th
6967474.0,3 th,21-30 th
7019505.8,2 th,21-30 th
7084241.8,2 th,31-40 th
7114936.6,2 th,21-30 th
7110950.6,2 th,41-50 th
7101413.0,2 th,21-30 th
7120280.2,2 th,21-30 th
7145215.6,2 th,31-40 th
7212895.8,2 th,21-30 th
7253215.4,2 th,41-50 th
7319216.6,2 th,41-50 th
7397509.0,2 th,21-30 th
7433454.2,1 th,21-30 th
7477743.8,1 th,41-50 th
7561612.8,1 th,21-30 th
7584320.2,1 th,21-30 th
7659421.2,1 th,21-30 th
7658872.4,1 th,21-30 th
7647805.8,1 th,21-30 th
7645979.8,1 th,21-30 th
7650971.2,1 th,31-40 th
7668576.2,1 th,21-30 th
7739431.0,1 th,21-30 th
7742767.0,1 th,21-30 th
7786261.8,1 th,31-40 th
7779171.4,1 th,21-30 th
7785401.0,1 th,21-30 th
7808440.4,1 th,31-40 th
7802962.6,1 th,21-30 th
7806384.8,1 th,21-30 th
7829710.2,1 th,21-30 th
7835105.2,1 th,21-30 th
7835894.6,2 th,21-30 th
7855056.2,1 th,21-30 th
7875934.4,1 th,21-30 th
2943941.0,16-20 th,31-40 th
2889418.4,16-20 th,41-50 th
2743005.0,16-20 th,41-50 th
2792119.8,16-20 th,41-50 th
2696573.6,16-20 th,31-40 th
2703498.0,16-20 th,41-50 th
2546841.2,16-20 th,41-50 th
2370233.0,16-20 th,51-65 th
2121229.4,16-20 th,51-65 th
2035927.2,16-20 th,31-40 th
2024834.2,16-20 th,41-50 th
1136232.0,> 20 th,41-50 th
467403.8,> 20 th,51-65 th
487614.2,> 20 th,41-50 th
522174.4,> 20 th,51-65 th
308086.2,> 20 th,51-65 th
225989.0,> 20 th,41-50 th
2931306.0,16-20 th,31-40 th
2750980.6,16-20 th,31-40 th
2637136.4,16-20 th,51-65 th
2256582.4,16-20 th,41-50 th
2273448.2,16-20 th,41-50 th
2173996.0,16-20 th,41-50 th
2109787.6,16-20 th,31-40 th
1807189.2,16-20 th,41-50 th
1770953.2,16-20 th,51-65 th
1308115.8,> 20 th,51-65 th
1304569.2,> 20 th,51-65 th
905345.0,> 20 th,41-50 th
280710.6,> 20 th,51-65 th
171198.0,> 20 th,51-65 th
226163.6,> 20 th,41-50 th
33177.4,> 20 th,51-65 th
3059341.6,> 20 th,31-40 th
3119825.4,16-20 th,21-30 th
3161151.4,16-20 th,41-50 th
3193501.0,16-20 th,41-50 th
3264595.4,16-20 th,41-50 th
3307028.4,11-15 th,41-50 th
3325811.0,11-15 th,41-50 th
3351078.6,11-15 th,31-40 th
3364315.2,11-15 th,31-40 th
3411201.0,11-15 th,31-40 th
3448067.8,11-15 th,31-40 th
3591148.6,11-15 th,41-50 th
3660823.2,11-15 th,31-40 th
3714292.8,11-15 th,31-40 th
3730266.2,11-15 th,31-40 th
3729914.2,11-15 th,21-30 th
3731393.4,11-15 th,51-65 th
3853292.8,11-15 th,51-65 th
3935650.2,11-15 th,31-40 th
3961028.6,11-15 th,51-65 th
3956702.6,11-15 th,41-50 th
4108501.0,11-15 th,31-40 th
4105198.2,11-15 th,41-50 th
4128720.0,11-15 th,31-40 th
4139787.6,11-15 th,31-40 th
4148517.4,11-15 th,21-30 th
4155157.8,11-15 th,31-40 th
4172341.8,11-15 th,21-30 th
4264945.2,6-10 th,21-30 th
4259449.8,6-10 th,41-50 th
4223521.6,11-15 th,31-40 th
4310124.4,6-10 th,21-30 th
4291871.0,6-10 th,21-30 th
4425464.0,6-10 th,21-30 th
4428392.4,6-10 th,31-40 th
4416964.8,6-10 th,21-30 th
4417001.4,6-10 th,21-30 th
4392675.4,6-10 th,21-30 th
4483676.0,6-10 th,31-40 th
4528726.2,6-10 th,31-40 th
4520640.0,> 20 th,41-50 th
4491045.0,6-10 th,31-40 th
4586055.8,6-10 th,21-30 th
4633415.8,6-10 th,21-30 th
4612780.4,16-20 th,31-40 th
4605375.2,6-10 th,21-30 th
4727685.6,6-10 th,21-30 th
4731248.6,6-10 th,21-30 th
4725798.8,6-10 th,31-40 th
4712702.2,6-10 th,31-40 th
4694140.4,6-10 th,31-40 th
4699801.6,6-10 th,41-50 th
4832838.6,6-10 th,31-40 th
4812859.2,6-10 th,31-40 th
4878083.2,6-10 th,21-30 th
4858276.4,6-10 th,21-30 th
4889876.8,6-10 th,21-30 th
4892363.6,6-10 th,21-30 th
4895369.8,6-10 th,21-30 th
4962140.8,6-10 th,31-40 th
4933352.6,6-10 th,21-30 th
4999048.6,6-10 th,21-30 th
5002774.8,6-10 th,21-30 th
4988753.8,6-10 th,31-40 th
5043071.4,6-10 th,21-30 th
5029537.8,6-10 th,21-30 th
5081171.0,6-10 th,41-50 th
5073957.4,6-10 th,31-40 th
5126939.4,6-10 th,21-30 th
5138954.8,16-20 th,31-40 th
5138043.8,6-10 th,31-40 th
5214683.4,6-10 th,31-40 th
5182880.4,6-10 th,21-30 th
5186740.6,6-10 th,21-30 th
5195658.0,6-10 th,31-40 th
5310292.8,6-10 th,31-40 th
5310630.4,6-10 th,21-30 th
5380859.4,6-10 th,41-50 th
5348649.2,6-10 th,21-30 th
5451170.6,6-10 th,21-30 th
5459505.4,6-10 th,21-30 th
5475185.6,6-10 th,21-30 th
5512677.8,6-10 th,31-40 th
5558807.4,6-10 th,21-30 th
5556891.2,6-10 th,31-40 th
5590632.6,6-10 th,31-40 th
5589554.6,6-10 th,21-30 th
5590185.0,6-10 th,31-40 th
5599643.0,6-10 th,31-40 th
5639959.8,6-10 th,21-30 th
5635576.2,6-10 th,21-30 th
5614132.8,6-10 th,21-30 th
5659127.8,6-10 th,21-30 th
5679442.4,6-10 th,21-30 th
5679030.8,6-10 th,31-40 th
5740595.8,5 th,21-30 th
5722868.8,5 th,21-30 th
5729066.8,5 th,21-30 th
5724473.4,5 th,21-30 th
5773508.8,6-10 th,21-30 th
5749567.2,5 th,21-30 th
5760485.4,6-10 th,31-40 th
5749655.6,5 th,31-40 th
5805125.8,5 th,31-40 th
5791059.2,5 th,21-30 th
5790606.4,5 th,21-30 th
5801144.4,5 th,21-30 th
5796586.4,5 th,21-30 th
5830946.2,5 th,31-40 th
5857495.2,5 th,21-30 th
5863985.8,5 th,21-30 th
5947166.8,5 th,31-40 th
5955046.8,5 th,21-30 th
5931049.2,5 th,21-30 th
5935916.8,5 th,21-30 th
5884627.2,5 th,21-30 th
5982104.4,5 th,21-30 th
5987851.2,5 th,21-30 th
5977627.4,5 th,21-30 th
5971184.8,5 th,21-30 th
6018557.2,5 th,21-30 th
5996157.2,5 th,31-40 th
6001666.0,5 th,31-40 th
6040204.8,5 th,21-30 th
6040817.8,5 th,21-30 th
6050410.8,5 th,21-30 th
6023781.0,5 th,21-30 th
6110942.8,5 th,21-30 th
6095546.0,5 th,21-30 th
6134720.6,4 th,21-30 th
6132679.0,4 th,21-30 th
6142486.8,4 th,21-30 th
6142357.2,4 th,41-50 th
6126907.4,4 th,31-40 th
6124959.8,5 th,41-50 th
6129573.4,5 th,21-30 th
6121287.8,5 th,21-30 th
6171842.2,4 th,31-40 th
6235106.4,5 th,21-30 th
6217361.2,4 th,41-50 th
6249493.2,4 th,21-30 th
6332631.2,4 th,21-30 th
6390551.4,4 th,31-40 th
6365400.8,4 th,21-30 th
6444429.2,4 th,21-30 th
6486576.0,4 th,21-30 th
6538628.6,4 th,31-40 th
6532918.0,4 th,31-40 th
6565470.6,4 th,21-30 th
6560587.6,4 th,21-30 th
6557315.2,4 th,21-30 th
6539929.8,4 th,31-40 th
6591335.6,3 th,41-50 th
6652777.0,3 th,31-40 th
6696056.2,3 th,21-30 th
6731525.8,3 th,21-30 th
6757055.4,3 th,21-30 th
6787295.8,3 th,21-30 th
6810773.8,3 th,31-40 th
6868794.2,3 th,21-30 th
6924838.8,3 th,31-40 th
6945928.0,3 th,21-30 th
7007151.2,2 th,21-30 th
7017179.2,2 th,21-30 th
7111201.4,2 th,21-30 th
7097542.4,2 th,41-50 th
7170404.2,2 th,21-30 th
7154926.0,2 th,41-50 th
7194243.4,2 th,51-65 th
7174299.4,2 th,51-65 th
7213318.8,2 th,21-30 th
7198077.8,2 th,21-30 th
7239082.0,2 th,21-30 th
7237547.8,2 th,31-40 th
7232418.4,2 th,21-30 th
7262397.6,4 th,21-30 th
7266325.0,2 th,21-30 th
7257532.8,2 th,31-40 th
7298219.6,2 th,21-30 th
7293241.8,2 th,31-40 th
7282215.4,2 th,31-40 th
7277568.2,2 th,31-40 th
7303563.6,2 th,31-40 th
7347045.6,2 th,21-30 th
7333561.6,2 th,21-30 th
7414838.8,1 th,21-30 th
7420476.2,1 th,31-40 th
7425672.8,1 th,21-30 th
7429396.0,1 th,21-30 th
7427518.8,1 th,21-30 th
7488456.6,1 th,41-50 th
7492265.4,1 th,41-50 th
7485732.6,1 th,21-30 th
7519535.4,1 th,21-30 th
7513836.6,1 th,21-30 th
7547470.0,1 th,21-30 th
7527742.4,1 th,31-40 th
7567866.6,1 th,21-30 th
7547963.6,1 th,21-30 th
7579821.4,1 th,21-30 th
7605527.6,1 th,21-30 th
7599151.4,1 th,31-40 th
7731294.4,1 th,21-30 th
7721889.2,1 th,21-30 th
7719209.6,1 th,21-30 th
7757932.4,1 th,21-30 th
7758689.4,1 th,31-40 th
7745603.6,1 th,31-40 th
7764814.2,1 th,31-40 th
7809186.2,1 th,21-30 th
7800835.2,1 th,31-40 th
7791052.8,1 th,21-30 th
7793706.2,1 th,21-30 th
7823389.0,1 th,21-30 th
7870023.4,1 th,21-30 th
2993138.8,16-20 th,31-40 th
2907043.8,16-20 th,41-50 th
2297362.2,16-20 th,41-50 th
1655835.6,16-20 th,51-65 th
1085657.2,> 20 th,41-50 th
295235.6,> 20 th,41-50 th
59109.6,> 20 th,51-65 th
2793016.6,16-20 th,51-65 th
2640032.8,16-20 th,21-30 th
2674777.4,16-20 th,51-65 th
2572840.0,16-20 th,41-50 th
2190679.0,16-20 th,41-50 th
2007336.4,16-20 th,41-50 th
1930103.6,16-20 th,41-50 th
1881418.4,16-20 th,41-50 th
1597435.6,16-20 th,31-40 th
1139061.8,> 20 th,41-50 th
979284.2,> 20 th,41-50 th
756757.8,> 20 th,41-50 th
628308.6,> 20 th,41-50 th
659809.8,> 20 th,51-65 th
396549.8,> 20 th,41-50 th
246307.8,> 20 th,51-65 th
3136969.8,16-20 th,31-40 th
3328644.2,> 20 th,41-50 th
3341696.8,11-15 th,31-40 th
3369904.0,11-15 th,51-65 th
3450607.0,11-15 th,21-30 th
3496646.6,11-15 th,31-40 th
3589857.2,11-15 th,41-50 th
3701204.4,11-15 th,41-50 th
3727632.6,11-15 th,31-40 th
3754839.6,11-15 th,41-50 th
3746079.2,11-15 th,31-40 th
3806644.4,11-15 th,31-40 th
3842387.2,16-20 th,31-40 th
3849301.2,11-15 th,21-30 th
3872061.4,11-15 th,31-40 th
3917499.0,11-15 th,31-40 th
3988577.0,11-15 th,41-50 th
4069782.2,11-15 th,31-40 th
4154916.2,11-15 th,51-65 th
4148132.6,11-15 th,31-40 th
4156944.8,11-15 th,21-30 th
4215087.4,11-15 th,41-50 th
4295720.0,6-10 th,31-40 th
4399913.2,6-10 th,31-40 th
4456343.2,6-10 th,31-40 th
4458701.2,6-10 th,31-40 th
4442096.4,16-20 th,31-40 th
4446321.8,6-10 th,31-40 th
4511473.8,6-10 th,31-40 th
4492711.8,6-10 th,21-30 th
4595485.8,6-10 th,21-30 th
4678820.0,6-10 th,21-30 th
4727632.2,6-10 th,31-40 th
4773795.6,6-10 th,21-30 th
4780433.2,6-10 th,21-30 th
4781883.6,> 20 th,51-65 th
4747748.4,6-10 th,31-40 th
4741823.0,6-10 th,21-30 th
4822955.0,6-10 th,41-50 th
4808132.6,6-10 th,31-40 th
4805782.2,6-10 th,31-40 th
4869390.8,6-10 th,21-30 th
4912176.0,6-10 th,31-40 th
4894187.2,6-10 th,31-40 th
4893172.4,6-10 th,51-65 th
4953640.2,6-10 th,41-50 th
4950597.6,6-10 th,41-50 th
4934307.2,6-10 th,21-30 th
5003129.8,6-10 th,21-30 th
4976402.8,6-10 th,41-50 th
5055323.6,6-10 th,21-30 th
5050997.0,6-10 th,31-40 th
5055152.8,6-10 th,21-30 th
5041756.2,6-10 th,21-30 th
5025639.2,6-10 th,21-30 th
5034528.2,6-10 th,21-30 th
5087744.6,6-10 th,41-50 th
5072459.2,6-10 th,31-40 th
5135283.0,6-10 th,31-40 th
5113774.4,6-10 th,31-40 th
5156178.2,6-10 th,21-30 th
5159270.6,6-10 th,31-40 th
5217622.0,6-10 th,31-40 th
5199651.8,6-10 th,21-30 th
5229571.2,6-10 th,21-30 th
5239803.2,6-10 th,21-30 th
5230993.6,6-10 th,31-40 th
5238236.6,6-10 th,31-40 th
5286827.6,6-10 th,21-30 th
5266278.0,6-10 th,31-40 th
5266092.8,6-10 th,21-30 th
5331835.8,6-10 th,21-30 th
5333759.8,6-10 th,21-30 th
5372140.6,6-10 th,31-40 th
5415172.6,6-10 th,21-30 th
5385349.4,6-10 th,51-65 th
5427241.6,6-10 th,21-30 th
5460939.4,6-10 th,21-30 th
5472199.6,6-10 th,21-30 th
5525644.2,6-10 th,21-30 th
5520983.0,6-10 th,21-30 th
5507610.4,6-10 th,21-30 th
5566526.4,6-10 th,21-30 th
5556553.4,6-10 th,21-30 th
5592060.4,6-10 th,21-30 th
5599213.2,6-10 th,21-30 th
5626397.6,6-10 th,31-40 th
5626688.6,6-10 th,21-30 th
5608616.4,6-10 th,21-30 th
5659306.8,6-10 th,21-30 th
5708630.2,6-10 th,31-40 th
5704260.6,6-10 th,21-30 th
5729404.0,5 th,21-30 th
5723257.4,5 th,21-30 th
5774315.6,5 th,51-65 th
5779436.6,5 th,21-30 th
5749310.4,5 th,21-30 th
5787983.6,5 th,31-40 th
5796428.8,5 th,21-30 th
5908777.6,5 th,41-50 th
5860443.0,5 th,21-30 th
5857314.4,5 th,21-30 th
5863229.0,5 th,21-30 th
5923785.2,5 th,21-30 th
5983479.4,5 th,21-30 th
5959383.8,5 th,41-50 th
5958128.8,5 th,21-30 th
6008545.0,5 th,21-30 th
6012974.8,5 th,21-30 th
6009544.0,6-10 th,21-30 th
6039944.8,5 th,21-30 th
6051077.8,5 th,21-30 th
6038619.2,5 th,21-30 th
6083035.6,5 th,21-30 th
6140104.8,4 th,51-65 th
6125621.4,5 th,31-40 th
6176973.2,4 th,51-65 th
6194373.0,4 th,21-30 th
6190344.2,4 th,41-50 th
6181087.6,4 th,21-30 th
6231755.4,4 th,31-40 th
6221374.2,4 th,21-30 th
6241077.2,4 th,51-65 th
6381896.2,4 th,21-30 th
6370799.8,4 th,21-30 th
6412144.8,4 th,21-30 th
6445147.8,4 th,21-30 th
6433098.2,4 th,21-30 th
6505839.6,4 th,21-30 th
6524962.8,4 th,21-30 th
6516934.0,4 th,21-30 th
6557243.8,4 th,31-40 th
6580927.0,3 th,21-30 th
6644031.2,3 th,31-40 th
6680926.2,3 th,21-30 th
6711848.6,3 th,21-30 th
6687136.0,3 th,41-50 th
6760205.0,3 th,41-50 th
6743079.8,3 th,21-30 th
6835157.2,3 th,21-30 th
6822413.0,3 th,21-30 th
6866216.0,3 th,51-65 th
6882888.6,3 th,21-30 th
6882320.8,3 th,21-30 th
6884879.2,3 th,31-40 th
6946391.4,3 th,21-30 th
6951036.2,3 th,21-30 th
6983694.2,3 th,31-40 th
6980868.0,3 th,21-30 th
6981947.2,3 th,21-30 th
7034041.8,2 th,21-30 th
7062773.4,2 th,21-30 th
7083215.4,2 th,21-30 th
7066660.4,2 th,31-40 th
7162870.0,2 th,21-30 th
7152009.8,2 th,21-30 th
7196645.0,2 th,31-40 th
7180903.4,2 th,41-50 th
7214083.4,2 th,21-30 th
7199100.2,2 th,21-30 th
7258801.0,2 th,21-30 th
7316074.0,2 th,31-40 th
7358428.8,2 th,21-30 th
7396161.4,2 th,21-30 th
7400971.4,2 th,41-50 th
7434560.4,1 th,31-40 th
7452655.0,1 th,41-50 th
7475267.0,1 th,21-30 th
7520978.8,1 th,21-30 th
7529901.2,1 th,21-30 th
7554294.2,1 th,21-30 th
7594738.2,1 th,21-30 th
7574953.2,1 th,31-40 th
7614998.4,1 th,21-30 th
7649081.8,4 th,21-30 th
7673140.0,1 th,21-30 th
7695162.4,1 th,31-40 th
7735290.6,1 th,41-50 th
7717872.6,1 th,21-30 th
7772547.2,1 th,21-30 th
7773007.0,1 th,21-30 th
7798162.6,1 th,21-30 th
7829177.4,1 th,21-30 th
7831804.8,1 th,21-30 th
7825191.8,1 th,51-65 th
7838309.6,1 th,21-30 th
2879973.2,16-20 th,41-50 th
2913441.8,16-20 th,31-40 th
2828003.6,16-20 th,31-40 th
2809470.2,16-20 th,41-50 th
2754925.0,16-20 th,31-40 th
2736064.6,16-20 th,31-40 th
2539239.6,16-20 th,31-40 th
2506643.4,16-20 th,21-30 th
2464165.8,16-20 th,21-30 th
2261390.2,16-20 th,31-40 th
2063026.4,16-20 th,31-40 th
2038658.6,16-20 th,41-50 th
2059691.0,16-20 th,51-65 th
1129237.0,> 20 th,31-40 th
937259.2,> 20 th,51-65 th
1001735.6,> 20 th,31-40 th
885589.2,> 20 th,51-65 th
486209.0,> 20 th,51-65 th
464897.0,> 20 th,41-50 th
48171.0,> 20 th,51-65 th
2896252.8,16-20 th,21-30 th
2718389.6,16-20 th,41-50 th
2618858.6,16-20 th,31-40 th
2530554.8,16-20 th,41-50 th
2173987.8,16-20 th,31-40 th
1305080.8,> 20 th,41-50 th
649167.0,> 20 th,51-65 th
119955.4,> 20 th,41-50 th
25523.2,> 20 th,51-65 th
66504.6,> 20 th,41-50 th
3116112.4,16-20 th,51-65 th
3117603.8,16-20 th,31-40 th
3271649.6,11-15 th,41-50 th
3359397.2,11-15 th,21-30 th
3500698.8,11-15 th,41-50 th
3516331.4,11-15 th,41-50 th
3591174.4,11-15 th,31-40 th
3635276.4,11-15 th,31-40 th
3785355.0,11-15 th,31-40 th
3808083.0,11-15 th,51-65 th
3852829.8,11-15 th,41-50 th
3849429.0,11-15 th,31-40 th
3983158.8,11-15 th,31-40 th
4091878.0,11-15 th,31-40 th
4092179.8,11-15 th,51-65 th
4103560.8,11-15 th,21-30 th
4124541.0,11-15 th,41-50 th
4162667.2,11-15 th,21-30 th
4258537.2,6-10 th,31-40 th
4236434.0,11-15 th,31-40 th
4292418.2,6-10 th,51-65 th
4279768.4,6-10 th,41-50 th
4409875.8,6-10 th,21-30 th
4391097.0,6-10 th,31-40 th
4452098.0,6-10 th,31-40 th
4450007.2,6-10 th,21-30 th
4508606.0,6-10 th,21-30 th
4507159.6,6-10 th,31-40 th
4496334.8,6-10 th,21-30 th
4496426.8,6-10 th,41-50 th
4626929.2,6-10 th,21-30 th
4606817.2,6-10 th,21-30 th
4615851.8,6-10 th,31-40 th
4652485.6,6-10 th,21-30 th
4660520.8,6-10 th,31-40 th
4736747.8,6-10 th,21-30 th
4705027.4,6-10 th,21-30 th
4690404.6,6-10 th,31-40 th
4818735.6,6-10 th,21-30 th
4799371.8,6-10 th,51-65 th
4875174.8,6-10 th,21-30 th
4906071.0,6-10 th,21-30 th
4900537.4,6-10 th,21-30 th
4951565.8,6-10 th,31-40 th
4941122.0,6-10 th,21-30 th
4949477.4,6-10 th,21-30 th
4995428.6,6-10 th,41-50 th
5057600.6,6-10 th,21-30 th
5025881.6,6-10 th,31-40 th
5082646.6,6-10 th,31-40 th
5122220.8,6-10 th,31-40 th
5123652.8,6-10 th,21-30 th
5104297.8,6-10 th,31-40 th
5167975.6,6-10 th,21-30 th
5155633.6,6-10 th,21-30 th
5150455.2,6-10 th,41-50 th
5183821.6,6-10 th,21-30 th
5252972.2,6-10 th,41-50 th
5233521.4,6-10 th,31-40 th
5238955.4,6-10 th,41-50 th
5234058.8,6-10 th,21-30 th
5275494.4,6-10 th,31-40 th
5372345.8,6-10 th,31-40 th
5349323.8,6-10 th,21-30 th
5404185.8,6-10 th,21-30 th
5413417.8,6-10 th,41-50 th
5389574.4,6-10 th,21-30 th
5391418.4,6-10 th,31-40 th
5456418.0,6-10 th,31-40 th
5449399.2,6-10 th,21-30 th
5437638.8,6-10 th,51-65 th
5481684.6,6-10 th,21-30 th
5479681.2,6-10 th,21-30 th
5475460.2,6-10 th,51-65 th
5459662.8,6-10 th,21-30 th
5501758.0,6-10 th,31-40 th
5502163.8,6-10 th,21-30 th
5600715.4,6-10 th,31-40 th
5596942.2,6-10 th,21-30 th
5575215.0,6-10 th,31-40 th
5572310.4,6-10 th,21-30 th
5608757.8,6-10 th,21-30 th
5623395.2,6-10 th,21-30 th
5660403.8,6-10 th,21-30 th
5660190.8,6-10 th,21-30 th
5672734.2,6-10 th,21-30 th
5676170.2,6-10 th,41-50 th
5652409.8,6-10 th,21-30 th
5651330.2,6-10 th,21-30 th
5698171.6,6-10 th,21-30 th
5687444.8,6-10 th,21-30 th
5738650.8,5 th,31-40 th
5715692.4,6-10 th,21-30 th
5777277.4,5 th,31-40 th
5846599.8,5 th,31-40 th
5848196.4,5 th,51-65 th
5864761.6,6-10 th,21-30 th
5890754.6,5 th,41-50 th
5946103.4,5 th,31-40 th
5930041.4,5 th,41-50 th
5876610.0,5 th,41-50 th
5875695.0,5 th,21-30 th
5872411.8,5 th,21-30 th
5957693.4,5 th,21-30 th
5972738.6,5 th,21-30 th
6020040.4,5 th,21-30 th
6026972.6,5 th,21-30 th
6102969.6,5 th,21-30 th
6113110.2,5 th,31-40 th
6112921.6,5 th,21-30 th
6089459.6,5 th,21-30 th
6126493.2,5 th,21-30 th
6169579.2,4 th,21-30 th
6148775.2,4 th,21-30 th
6200597.6,4 th,31-40 th
6195796.0,4 th,51-65 th
6180316.0,4 th,31-40 th
6210180.8,4 th,31-40 th
6248365.6,4 th,21-30 th
6301422.4,4 th,21-30 th
6285946.4,4 th,21-30 th
6272094.6,4 th,21-30 th
6275821.0,4 th,41-50 th
6317740.8,4 th,31-40 th
6312274.8,4 th,21-30 th
6351976.4,4 th,21-30 th
6339600.0,4 th,41-50 th
6409830.0,4 th,21-30 th
6420661.0,4 th,31-40 th
6408504.6,4 th,21-30 th
6444205.4,4 th,21-30 th
6437845.6,4 th,21-30 th
6431190.6,4 th,21-30 th
6471448.6,4 th,21-30 th
6456328.6,4 th,31-40 th
6497411.6,4 th,21-30 th
6507024.4,4 th,31-40 th
6486588.6,4 th,31-40 th
6517373.8,4 th,21-30 th
6558444.2,4 th,21-30 th
6548590.2,4 th,21-30 th
6579171.4,3 th,41-50 th
6608770.2,3 th,51-65 th
6656635.0,3 th,31-40 th
6657849.8,3 th,21-30 th
6638121.2,3 th,21-30 th
6628091.0,3 th,21-30 th
6662889.0,3 th,21-30 th
6663933.2,3 th,21-30 th
6752335.2,3 th,21-30 th
6746646.2,3 th,21-30 th
6788401.4,3 th,21-30 th
6795204.0,3 th,21-30 th
6775701.0,3 th,31-40 th
6807963.4,3 th,21-30 th
6862200.4,3 th,21-30 th
6867355.6,3 th,21-30 th
6895932.8,3 th,21-30 th
6885136.6,3 th,31-40 th
6917041.2,3 th,21-30 th
6957149.6,3 th,21-30 th
6958550.8,3 th,21-30 th
6967902.0,5 th,31-40 th
7004207.8,2 th,21-30 th
6995116.6,3 th,21-30 th
7022435.2,2 th,41-50 th
7053207.4,2 th,21-30 th
7039578.2,2 th,31-40 th
7193129.4,2 th,21-30 th
7180554.6,2 th,21-30 th
7172287.6,2 th,21-30 th
7218787.6,2 th,21-30 th
7208210.8,2 th,51-65 th
7253727.0,2 th,21-30 th
7312486.6,2 th,21-30 th
7316461.6,2 th,21-30 th
7323397.4,2 th,21-30 th
7311192.0,2 th,21-30 th
7354410.6,2 th,41-50 th
7384496.8,2 th,21-30 th
7407801.6,2 th,21-30 th
7431571.2,1 th,21-30 th
7466305.6,1 th,21-30 th
7490974.0,1 th,31-40 th
7489651.6,1 th,21-30 th
7523074.8,1 th,21-30 th
7546638.8,1 th,21-30 th
7544801.6,1 th,21-30 th
7527499.6,1 th,21-30 th
7534397.2,1 th,21-30 th
7558699.4,1 th,31-40 th
7587968.4,1 th,31-40 th
7591943.2,1 th,21-30 th
7588674.8,1 th,21-30 th
7634644.0,1 th,21-30 th
7660219.6,1 th,31-40 th
7652791.0,1 th,21-30 th
7685030.8,1 th,21-30 th
7673504.4,1 th,31-40 th
7695842.4,1 th,21-30 th
7742699.2,1 th,41-50 th
7805421.4,1 th,21-30 th
7837189.4,1 th,21-30 th
7837950.8,1 th,21-30 th
7854049.0,1 th,21-30 th
7849465.0,1 th,21-30 th
2941114.2,16-20 th,31-40 th
2639377.4,16-20 th,51-65 th
2552725.4,16-20 th,31-40 th
2452142.4,16-20 th,41-50 th
2333424.6,16-20 th,51-65 th
2240665.4,16-20 th,41-50 th
1609436.6,16-20 th,51-65 th
1636657.4,16-20 th,31-40 th
1328452.6,> 20 th,31-40 th
1282401.4,> 20 th,51-65 th
958064.6,> 20 th,31-40 th
959613.8,> 20 th,41-50 th
622128.8,> 20 th,41-50 th
303650.8,> 20 th,41-50 th
332867.8,> 20 th,41-50 th
194239.8,> 20 th,41-50 th
3032483.2,16-20 th,41-50 th
2809797.2,16-20 th,31-40 th
2652697.0,16-20 th,51-65 th
2613586.8,16-20 th,41-50 th
2443431.8,16-20 th,31-40 th
1986975.0,16-20 th,51-65 th
1895427.0,16-20 th,41-50 th
1874600.6,16-20 th,51-65 th
1551290.4,16-20 th,41-50 th
1460824.6,16-20 th,51-65 th
1343679.2,> 20 th,41-50 th
1174755.2,> 20 th,31-40 th
700522.6,> 20 th,51-65 th
610716.2,> 20 th,31-40 th
127748.4,> 20 th,41-50 th
131120.2,> 20 th,51-65 th
3079452.0,16-20 th,31-40 th
3147559.2,16-20 th,31-40 th
3198075.4,16-20 th,31-40 th
3292265.4,11-15 th,31-40 th
3317325.0,11-15 th,41-50 th
3364493.8,11-15 th,51-65 th
3407801.0,11-15 th,41-50 th
3447025.4,16-20 th,41-50 th
